,SPY,EFA,EEM,TLT,LQD
2007-11-23,107.728424,50.920998,36.139698,61.950302,60.856071
2007-11-26,105.351616,50.123592,34.705185,63.173016,61.864464
2007-11-27,106.562454,50.801689,36.034241,62.571552,61.334328
2007-11-28,109.970779,52.245831,38.008213,62.148548,60.907913
2007-11-29,110.008163,51.818859,37.54232,62.683945,61.138481
2007-11-30,111.114342,52.101414,37.861103,62.379879,61.43811
2007-12-03,110.381851,51.906765,37.532509,62.874889,61.459507
2007-12-04,109.395248,51.58028,37.434425,62.868252,61.488461
2007-12-05,111.226486,52.17675,39.096981,62.118408,61.256947
2007-12-06,112.818451,52.672779,39.712471,61.574284,60.805553
2007-12-07,112.796104,52.465576,39.24165,60.884109,60.284718
2007-12-10,113.670647,53.005547,39.253922,60.519161,60.325184
2007-12-11,110.553772,51.624226,37.591362,61.70702,60.909729
2007-12-12,111.64505,52.660225,38.719349,61.069958,60.718712
2007-12-13,111.413353,51.586567,37.655109,60.406395,60.37149
2007-12-14,110.000656,50.192654,36.757618,60.127636,59.688618
2007-12-17,108.431068,49.125275,35.19072,60.665173,60.267349
2007-12-18,109.03643,49.740593,36.156864,61.056664,60.452545
2007-12-19,109.03643,49.332462,36.392265,61.866257,60.92709
2007-12-20,109.724136,49.684074,36.590885,61.733559,60.631924
2007-12-21,111.30584,50.39357,37.694347,60.83107,60.568283
2007-12-24,112.132362,50.59964,38.33189,60.545753,60.261566
2007-12-26,112.372856,50.741299,38.530579,60.014866,60.278923
2007-12-27,110.96019,50.432205,37.641449,60.669098,60.636395
2007-12-28,110.682198,50.863647,37.783012,61.615231,60.828236
2007-12-31,109.863091,50.548122,37.328518,61.988274,60.944519
2008-01-02,108.901314,50.367836,36.712593,62.881065,61.665325
2008-01-03,108.848763,50.451542,37.042904,62.794483,61.461895
2008-01-04,106.181259,49.305351,35.930244,62.807777,61.967632
2008-01-07,106.091095,49.356853,36.193527,63.080986,61.892063
2008-01-08,104.377876,49.079971,35.912865,63.007645,61.77578
2008-01-09,105.474915,49.434124,37.09008,63.127567,61.647903
2008-01-10,106.166214,49.382626,37.52721,62.274757,61.467709
2008-01-11,105.309616,48.397411,36.471672,62.761143,61.915279
2008-01-14,106.158669,49.170113,37.008125,62.994289,61.659542
2008-01-15,103.821831,47.573185,35.334183,63.700584,61.990852
2008-01-16,102.927628,46.61375,33.863892,63.240871,61.897839
2008-01-17,100.260155,45.911858,32.877903,64.060379,62.188511
2008-01-18,99.230743,46.175869,33.627941,63.620613,62.083851
2008-01-22,98.223846,44.888023,32.783527,64.300179,62.217579
2008-01-23,100.583244,44.624012,32.992138,64.153664,62.298977
2008-01-24,101.432365,46.188755,33.632923,62.867725,61.769997
2008-01-25,99.96711,45.519054,33.121296,63.927101,62.438503
2008-01-28,101.620247,46.027763,33.940876,63.687267,62.42104
2008-01-29,102.123657,46.304653,33.774487,63.254166,62.316418
2008-01-30,101.372231,46.092163,33.329922,62.841106,62.304832
2008-01-31,103.220711,46.581551,33.998005,63.287498,62.508266
2008-02-01,104.881302,47.360699,34.676029,63.667923,62.773369
2008-02-04,103.558846,46.877758,34.782825,63.012741,62.603981
2008-02-05,100.786125,44.727036,32.910183,63.494125,62.820072
2008-02-06,99.974632,44.688396,32.371235,63.300213,62.481361
2008-02-07,100.635864,44.463024,32.920128,61.936321,61.763042
2008-02-08,99.989639,44.005833,32.858028,62.645004,61.996689
2008-02-11,100.50061,44.237652,33.265354,62.905762,62.183498
2008-02-12,101.432365,45.190674,33.8018,62.531353,62.095963
2008-02-13,102.469276,45.499756,34.561798,61.869442,61.471046
2008-02-14,101.56765,45.293686,34.117214,60.96019,61.336769
2008-02-15,101.545074,45.461105,34.360615,61.428173,61.535309
2008-02-19,101.830605,45.905418,34.81015,60.806435,60.927906
2008-02-20,102.131149,45.667179,35.100723,61.227646,61.062252
2008-02-21,101.282074,45.58345,34.608963,61.876122,61.482765
2008-02-22,101.905731,46.162994,35.07341,61.521835,61.243309
2008-02-25,103.190643,46.897068,35.726593,60.893349,60.852039
2008-02-26,103.964569,47.592503,36.198475,60.913414,61.290005
2008-02-27,103.859398,47.747044,36.503952,60.96693,61.231628
2008-02-28,102.845024,47.28986,36.111546,62.049969,61.675446
2008-02-29,100.553223,46.105038,34.676029,62.999363,62.066772
2008-03-03,100.312759,46.240261,34.864784,62.836971,62.065536
2008-03-04,99.929543,45.53838,34.055134,62.226292,61.701939
2008-03-05,100.560738,46.08572,34.770412,61.481461,61.267979
2008-03-06,98.479347,45.428917,33.578281,61.810238,61.185879
2008-03-07,97.464897,44.894455,33.113842,61.890785,61.05685
2008-03-10,96.180023,44.669086,32.532684,62.803413,61.045116
2008-03-11,99.636505,46.079285,34.72073,62.26656,60.347221
2008-03-12,98.704735,46.079285,34.077488,63.467743,61.074436
2008-03-13,98.92263,46.156551,33.767029,62.971146,60.411777
2008-03-14,97.389778,45.042561,32.569931,63.74958,60.376537
2008-03-17,96.405441,44.360008,31.765244,64.239494,60.869156
2008-03-18,100.410431,45.718689,33.41684,63.991127,60.757786
2008-03-19,97.923279,44.063801,31.410091,65.051437,61.021637
2008-03-20,99.737099,44.727036,31.93911,65.212463,61.344177
2008-03-24,101.730629,45.544823,33.163517,63.95089,61.226898
2008-03-25,101.828857,46.208073,33.672661,64.219337,61.502579
2008-03-26,100.582825,46.208073,33.39946,63.95089,61.578823
2008-03-27,100.265694,46.169434,33.238022,63.501286,61.20348
2008-03-28,99.306648,46.130798,33.178425,64.118629,61.53191
2008-03-31,99.654053,46.298218,33.374626,64.346825,61.696117
2008-04-01,103.157822,47.75993,34.656158,63.299603,61.59766
2008-04-02,103.2258,47.862949,34.681004,63.434368,61.70377
2008-04-03,103.482498,48.004627,35.103214,63.575806,61.733238
2008-04-04,103.369247,48.165607,34.961655,64.155457,62.48172
2008-04-07,103.422127,48.4618,35.426079,63.818447,62.552395
2008-04-08,103.316391,47.95311,35.232357,63.596088,62.328438
2008-04-09,102.568817,47.560303,34.683483,64.256508,62.145763
2008-04-10,102.712318,47.412201,35.180202,64.04084,62.204674
2008-04-11,100.71875,46.774734,34.606491,64.472176,62.263641
2008-04-14,100.378937,46.877758,34.524532,64.094765,61.880547
2008-04-15,100.613029,47.206158,34.929356,63.299603,61.750889
2008-04-16,103.339058,48.69363,35.962528,62.679577,61.397316
2008-04-17,103.490112,48.152714,35.701763,62.571735,61.556423
2008-04-18,104.569901,48.493999,36.240688,62.517826,61.827507
2008-04-21,104.622772,48.873924,36.42448,62.767178,61.627174
2008-04-22,104.162132,48.365223,36.086712,62.982857,61.491596
2008-04-23,103.99601,48.616352,36.605789,62.77393,61.680183
2008-04-24,104.449081,48.300835,36.136387,62.241508,61.59766
2008-04-25,105.415634,48.700058,36.402134,61.877609,61.627174
2008-04-28,105.438293,48.983387,36.332596,62.066345,61.921783
2008-04-29,105.022949,48.55196,35.689335,62.302177,62.11631
2008-04-30,104.403809,48.81596,36.42448,62.746986,62.464031
2008-05-01,106.563477,49.112175,36.811935,62.751022,62.832775
2008-05-02,106.857925,49.247387,37.164604,61.959694,62.465744
2008-05-05,106.344482,49.331097,37.13728,61.959694,62.554558
2008-05-06,107.265701,49.698143,37.55204,61.513294,62.152065
2008-05-07,105.355247,48.828842,36.434422,61.777039,62.317822
2008-05-08,105.083389,49.25383,36.809444,62.331699,62.596027
2008-05-09,104.88707,48.861046,36.50893,62.561649,62.596027
2008-05-12,106.065056,49.350414,36.978329,62.46693,62.536762
2008-05-13,106.080162,49.183002,37.154663,61.78384,62.181709
2008-05-14,106.299149,49.183002,37.244072,61.810913,62.217182
2008-05-15,107.628166,50.020103,38.036335,62.372311,62.63155
2008-05-16,107.726303,50.561005,38.520653,62.115299,62.548653
2008-05-19,108.020836,50.354939,38.528088,62.196384,62.56049
2008-05-20,107.144867,49.891327,37.860004,62.521053,62.584187
2008-05-21,105.332542,49.324661,37.47506,62.534611,62.311886
2008-05-22,105.347725,49.897766,37.58432,61.797371,61.625298
2008-05-23,103.935585,49.331097,36.928658,62.067936,61.909363
2008-05-27,104.705833,49.23452,36.869053,61.64859,61.536449
2008-05-28,105.189133,49.228069,37.365768,61.100742,61.139889
2008-05-29,105.717682,49.118599,37.447723,60.661152,60.843914
2008-05-30,105.981979,49.395504,37.576881,61.060135,61.086613
2008-06-02,104.88707,48.880352,37.129833,61.295696,61.296486
2008-06-03,104.275398,48.777325,36.459259,61.736877,61.534359
2008-06-04,104.222527,48.493999,36.141365,61.187122,61.344101
2008-06-05,106.306725,49.298904,37.29126,60.820572,61.017017
2008-06-06,102.916199,47.882282,35.940182,61.60799,61.320293
2008-06-09,103.165352,47.817883,35.848289,61.60799,61.26675
2008-06-10,102.651886,47.006523,35.021252,61.207458,60.915966
2008-06-11,101.141624,46.407677,34.497211,61.064919,60.892151
2008-06-12,101.526741,46.246693,34.698383,60.453968,60.374809
2008-06-13,102.810471,46.6717,35.07341,60.325027,60.059658
2008-06-16,102.87085,46.909946,35.192616,60.338573,60.27372
2008-06-17,102.372505,47.051601,35.341633,60.460804,60.469971
2008-06-18,101.375732,46.665257,35.170269,60.969894,60.773212
2008-06-19,101.504089,46.575111,35.224907,60.6101,60.458061
2008-06-20,99.856514,45.557693,34.074993,60.963112,60.49374
2008-06-23,99.757851,45.55127,34.174347,61.092106,60.469971
2008-06-24,99.560562,45.345196,34.022846,61.49934,60.434265
2008-06-25,100.031059,45.829414,34.704117,61.526508,60.481857
2008-06-26,97.314194,44.668106,33.513397,61.940563,60.529404
2008-06-27,96.782951,44.786201,33.83746,62.666874,60.469971
2008-06-30,97.124458,45.055214,34.093681,62.680454,60.297482
2008-07-01,97.428047,44.569675,33.485764,62.531914,60.270031
2008-07-02,95.758423,43.861092,32.531189,62.858944,60.228249
2008-07-03,95.857086,44.143204,32.438248,62.722694,60.150635
2008-07-07,94.878113,43.762665,32.322685,63.008854,60.431293
2008-07-08,96.562874,43.992306,32.719585,63.417587,60.759735
2008-07-09,94.703575,43.421478,32.058907,63.696869,60.801556
2008-07-10,95.090584,43.795479,32.639198,63.69009,60.455139
2008-07-11,93.982613,43.106564,32.420662,62.784004,59.989353
2008-07-14,93.132637,43.014698,32.380463,63.335838,60.019199
2008-07-15,91.819717,42.325783,31.840366,63.315372,60.007206
2008-07-16,94.073662,43.106564,32.759785,62.170876,59.535431
2008-07-17,95.014725,43.762665,32.91301,61.850742,59.332413
2008-07-18,95.606651,44.044796,32.629154,61.61903,59.224937
2008-07-21,95.659798,44.300682,33.033592,61.85751,59.290611
2008-07-22,96.74501,44.451572,33.053692,61.550934,59.672813
2008-07-23,97.268654,44.615604,33.101421,61.428337,59.463795
2008-07-24,95.249992,43.802032,31.878036,62.027802,59.989353
2008-07-25,95.227203,43.893894,32.096584,61.407906,59.672813
2008-07-28,93.830818,43.159039,31.553982,62.027802,60.019199
2008-07-29,95.834305,43.585522,33.30238,61.775745,59.869934
2008-07-30,97.54187,43.992306,32.955727,61.837101,60.156548
2008-07-31,96.251717,43.559273,32.217178,62.450188,60.53281
2008-08-01,95.743271,42.909714,31.998619,62.588291,60.314415
2008-08-04,94.855339,42.502937,31.018923,62.444763,60.320419
2008-08-05,97.412857,43.578949,31.418341,61.979786,60.056438
2008-08-06,97.845406,43.592083,32.043842,61.726833,60.146461
2008-08-07,96.388351,42.719448,30.943562,62.731926,60.644417
2008-08-08,98.179321,42.896603,31.018923,62.902813,60.704369
2008-08-11,99.196259,42.857243,30.69486,62.301144,60.428432
2008-08-12,98.164139,42.548862,30.438637,62.88232,60.794361
2008-08-13,97.57222,41.879635,30.431103,62.663567,60.47636
2008-08-14,98.30835,41.715595,30.830515,63.066929,60.650387
2008-08-15,98.786446,41.440025,30.348204,63.613895,60.788372
2008-08-18,97.4356,41.23008,29.835739,63.866882,60.81237
2008-08-19,96.373161,40.764236,29.587036,63.620697,60.716339
2008-08-20,96.820869,41.006992,30.34067,63.798489,60.722378
2008-08-21,96.987854,41.171032,30.295446,63.682301,60.362389
2008-08-22,98.391846,41.361301,30.272839,63.641304,60.386425
2008-08-25,96.395897,40.711742,29.647339,64.277122,60.776413
2008-08-26,96.676682,40.915142,29.700079,64.331841,60.848377
2008-08-27,97.617729,41.302246,30.33313,64.441185,60.752384
2008-08-28,98.801643,41.833706,30.54414,64.44809,60.740391
2008-08-29,97.739151,41.70903,30.182409,64.160873,60.620396
2008-09-02,97.13208,41.066048,29.270525,64.757896,60.859634
2008-09-03,97.048569,40.895458,28.78821,65.032356,60.980209
2008-09-04,94.126793,39.143631,27.461843,65.553879,60.998268
2008-09-05,94.422745,38.999287,27.853724,65.519585,60.937984
2008-09-08,96.373161,39.871918,28.20039,65.794075,61.040451
2008-09-09,93.512077,38.579384,26.617792,66.446022,61.251431
2008-09-10,93.891556,38.95335,27.047354,66.034248,61.227283
2008-09-11,95.249992,38.868069,26.64794,65.999947,60.751163
2008-09-12,95.690132,39.629154,27.537199,65.149048,60.287098
2008-09-15,91.136681,37.942951,25.374321,67.262573,59.841125
2008-09-16,92.662109,37.66082,25.592871,67.24881,56.044189
2008-09-17,88.495735,36.223942,23.776649,67.585114,53.476719
2008-09-18,91.121529,37.870789,25.781273,66.596939,54.20599
2008-09-19,94.740311,40.554283,28.991686,64.483368,55.899544
2008-09-22,92.595467,39.169891,27.100105,64.47654,56.230995
2008-09-23,90.488777,38.618752,26.256062,64.229492,55.652458
2008-09-24,90.778793,38.730282,26.557497,64.510849,55.507755
2008-09-25,92.198547,39.622604,27.921551,64.380455,55.748833
2008-09-26,92.244339,39.202694,26.971994,64.847115,54.242123
2008-09-29,85.015915,34.826424,23.821877,66.734192,49.300083
2008-09-30,88.534721,36.939102,25.751129,65.107872,54.115551
2008-10-01,88.588173,36.663532,26.060118,65.926979,54.615036
2008-10-02,85.374672,35.062622,23.776649,66.456947,53.821957
2008-10-03,84.222092,34.924835,23.15115,67.042023,53.797737
2008-10-06,79.932404,32.94994,21.41029,68.260353,53.174126
2008-10-07,76.352547,31.408079,19.744795,68.053917,54.167049
2008-10-08,74.429031,30.706028,19.744795,67.076393,53.779552
2008-10-09,69.230965,28.868927,18.290308,66.512024,52.344685
2008-10-10,67.55172,27.7929,18.50132,66.043991,49.462891
2008-10-13,77.360062,32.208538,22.71405,65.197357,52.187328
2008-10-14,76.215126,31.545864,21.58362,64.777428,51.369991
2008-10-15,68.711945,28.180012,18.094368,65.396896,51.369991
2008-10-16,71.57428,29.839972,18.983646,65.059662,51.908806
2008-10-17,71.146828,29.203539,18.388287,64.612251,51.466869
2008-10-20,75.421295,31.066896,19.676975,65.12851,53.034874
2008-10-21,73.169571,29.315083,18.109442,65.472672,53.561592
2008-10-22,69.185173,27.176161,16.202791,66.801117,52.944065
2008-10-23,69.986641,27.773222,16.654964,67.296654,53.277054
2008-10-24,66.437294,25.975473,14.936711,66.580864,53.488956
2008-10-27,64.078697,24.610754,14.544826,66.629013,53.143867
2008-10-28,71.566658,28.002861,17.589447,65.658493,52.792706
2008-10-29,71.047615,28.068472,17.031769,65.328094,53.682697
2008-10-30,73.505447,29.052639,19.330307,64.736168,53.283081
2008-10-31,73.909988,29.242908,19.164509,63.896393,53.065163
2008-11-03,74.123695,29.361004,18.991177,64.069206,53.500153
2008-11-04,76.642563,31.375269,20.724499,65.271645,53.865284
2008-11-05,73.421463,29.669378,18.086838,66.045609,54.911774
2008-11-06,69.353065,27.753532,17.174963,65.568817,55.288979
2008-11-07,71.642998,29.321638,18.569147,65.140343,54.899593
2008-11-10,70.704117,28.88205,18.742481,65.458244,54.923931
2008-11-11,68.521088,27.930683,17.574373,65.651703,55.100399
2008-11-12,65.506081,26.42819,16.270615,66.073288,55.088211
2008-11-13,69.589737,28.678642,18.523939,64.490738,54.710995
2008-11-14,66.116722,27.031815,16.745394,65.769218,54.698799
2008-11-17,65.23893,26.539732,16.466555,66.059479,55.094315
2008-11-18,66.467842,26.585651,16.225397,66.909431,55.161251
2008-11-19,62.208626,24.8076,14.823669,68.623352,55.246418
2008-11-20,57.590702,23.442879,13.761069,72.168533,54.644066
2008-11-21,60.697296,25.109402,15.743082,71.125046,55.276833
2008-11-24,64.903091,26.611904,16.700178,70.012413,55.033466
2008-11-25,65.383987,27.097427,16.383657,72.071793,55.295105
2008-11-26,67.910461,27.392672,17.634663,72.168533,55.003056
2008-11-28,68.76535,27.379557,17.295536,73.060013,54.844864
2008-12-01,62.674255,25.14221,15.63004,75.857887,55.702194
2008-12-02,65.086288,26.50692,16.617285,76.149124,56.124111
2008-12-03,66.650993,26.861219,16.752928,76.364075,56.515465
2008-12-04,65.109177,26.034521,16.036999,77.868752,56.570515
2008-12-05,67.116608,26.362579,16.986549,76.606766,56.185276
2008-12-08,69.459953,27.615751,18.071758,76.440315,56.766228
2008-12-09,68.314995,27.359869,17.823067,77.951958,57.151459
2008-12-10,68.780609,28.081598,18.885668,77.764748,57.286007
2008-12-11,67.124283,27.956924,18.403357,77.917328,57.481674
2008-12-12,67.92572,28.232496,18.659584,77.917328,57.793514
2008-12-15,66.979248,28.304665,18.410891,78.804817,57.775169
2008-12-16,70.131622,29.931826,19.880451,80.753281,58.961487
2008-12-17,69.452309,29.780916,19.533779,82.944427,59.835938
2008-12-18,68.154709,28.868927,19.104218,84.684822,61.285217
2008-12-19,67.861526,28.44902,19.172045,84.775024,60.374104
2008-12-22,66.992004,28.252176,18.456102,84.123215,61.101776
2008-12-23,66.299484,28.040222,18.303259,84.012283,61.303555
2008-12-24,66.684196,28.412312,18.433184,83.831993,61.456493
2008-12-26,67.068985,28.54521,18.372046,84.109352,61.572651
2008-12-29,66.876587,28.551851,18.341476,84.00843,61.764233
2008-12-30,68.461716,29.40901,18.830578,84.80854,62.304646
2008-12-31,69.439011,29.807682,19.082777,83.034447,62.421333
2009-01-02,71.532021,30.193071,19.992207,80.947273,61.782692
2009-01-05,71.447388,29.708019,20.252045,78.860085,62.206409
2009-01-06,71.924461,30.026947,20.710585,78.067009,62.310795
2009-01-07,69.769852,29.508671,19.518389,78.373077,61.788818
2009-01-08,70.054581,29.947214,19.434322,78.310486,62.230961
2009-01-09,68.554108,28.910664,19.013994,78.428749,63.004684
2009-01-12,66.907356,28.212975,18.211555,79.24279,62.679195
2009-01-13,67.030472,27.6947,18.265049,79.326256,62.544113
2009-01-14,64.922073,26.558477,17.378544,80.634178,62.26778
2009-01-15,64.94516,26.797674,17.57725,80.76635,62.390621
2009-01-16,65.453033,26.957146,17.768303,79.521027,62.390621
2009-01-20,61.998047,24.983706,16.44619,79.507103,61.469536
2009-01-21,64.675804,26.206303,17.340332,76.995529,61.162476
2009-01-22,63.675499,25.595001,16.767168,75.513702,60.935253
2009-01-23,63.952522,25.415602,16.981148,74.922295,60.529919
2009-01-26,64.391144,25.913942,17.179852,74.268333,59.989536
2009-01-27,65.045181,26.418932,17.485537,76.014603,61.119484
2009-01-28,67.245941,27.19635,18.372046,74.115265,61.604542
2009-01-29,65.060593,25.960457,17.439684,72.410728,60.867668
2009-01-30,63.737061,25.714611,17.309769,72.18116,61.297539
2009-02-02,63.544682,25.462112,17.133986,73.524117,61.001904
2009-02-03,64.437302,26.193014,17.646029,71.773071,60.798294
2009-02-04,64.121811,26.060123,17.775944,71.521904,60.822948
2009-02-05,65.075974,26.432226,18.150415,71.584724,60.292225
2009-02-06,66.930428,27.043526,19.059847,71.36142,60.650158
2009-02-09,67.022797,27.036882,18.960501,71.59169,60.761284
2009-02-10,63.952522,25.694675,17.814154,73.1474,61.05748
2009-02-11,64.329575,25.973749,18.349112,74.096153,61.2673
2009-02-12,64.375755,25.894007,18.234482,73.398567,61.316715
2009-02-13,63.683205,25.614939,18.326187,71.445198,60.847649
2009-02-17,60.959187,24.252792,17.156923,73.670647,61.180908
2009-02-18,60.813,24.232861,17.034641,73.042747,60.878529
2009-02-19,60.158924,24.199636,16.874159,71.800987,60.378616
2009-02-20,59.574112,23.847477,16.44619,72.498596,60.125629
2009-02-23,57.442581,22.937164,16.041147,73.168327,59.921955
2009-02-24,59.620274,23.893988,16.920006,73.091583,59.706009
2009-02-25,59.150875,23.236174,16.629604,72.247475,58.891445
2009-02-26,58.189026,23.043474,16.4844,71.487083,58.51498
2009-02-27,56.888603,23.043474,16.22456,71.075432,58.107658
2009-03-02,54.32616,21.721201,15.238713,72.252121,58.115074
2009-03-03,53.918346,21.634821,15.452692,71.769371,57.798759
2009-03-04,55.195694,22.598284,16.537897,71.44059,57.780148
2009-03-05,52.941086,21.687977,15.857731,73.427406,57.625126
2009-03-06,53.033401,21.648115,16.125214,72.937653,57.749115
2009-03-09,52.410141,21.063387,15.811882,72.510994,56.16119
2009-03-10,55.534245,22.478683,17.095785,71.11879,56.97377
2009-03-11,55.895927,22.604939,17.095785,71.888344,56.992348
2009-03-12,58.096676,23.116562,17.753016,72.23114,56.942772
2009-03-13,58.550686,23.269396,17.852375,71.867317,57.469971
2009-03-16,58.373688,23.521891,17.867653,70.733994,57.550648
2009-03-17,60.158924,24.139837,18.257412,70.349281,57.395569
2009-03-18,61.505539,24.83087,18.639523,73.014633,58.617538
2009-03-19,60.743732,24.817589,18.517244,73.105591,58.741589
2009-03-20,59.450264,24.472067,18.265049,72.699806,58.146076
2009-03-23,63.720516,26.232887,19.954,72.070198,58.325985
2009-03-24,62.465008,25.408958,19.33497,72.755775,57.749115
2009-03-25,63.123756,25.800993,19.62538,71.776398,57.469971
2009-03-26,64.410271,26.146502,20.160339,72.608925,57.767757
2009-03-27,63.247776,25.309298,19.564238,73.147591,57.947605
2009-03-30,61.062256,24.345819,18.55546,73.427406,57.904209
2009-03-31,61.627975,24.97706,18.960501,73.952103,58.381851
2009-04-01,62.821507,25.628227,19.587164,74.626991,58.293907
2009-04-02,64.658264,26.784391,20.649439,73.714958,58.312603
2009-04-03,65.301498,26.937212,20.90164,72.206566,57.95084
2009-04-06,64.790016,26.379059,20.641806,71.897842,57.919647
2009-04-07,63.278755,25.827562,20.16798,72.080269,57.894684
2009-04-08,63.960735,26.086708,20.466028,72.718727,58.474743
2009-04-09,66.502754,26.784391,21.360176,71.806686,58.867722
2009-04-13,66.518257,27.050173,21.490091,72.466095,59.43528
2009-04-14,65.371231,26.791037,21.146193,72.844971,59.591278
2009-04-15,66.068756,27.143198,21.45188,72.718727,60.05283
2009-04-16,67.037498,27.315952,21.635294,72.143417,60.308552
2009-04-17,67.487022,27.222935,21.482452,71.350662,60.233696
2009-04-20,64.658264,26.10664,20.435457,72.431053,59.903111
2009-04-21,65.921516,26.704651,20.871067,71.715446,60.090237
2009-04-22,65.518517,26.492022,20.695295,71.280434,59.940506
2009-04-23,66.161766,27.156481,21.016272,71.273491,59.890636
2009-04-24,67.161491,27.57509,21.413671,70.557808,60.021641
2009-04-27,66.526009,27.249508,20.695295,70.85952,59.94677
2009-04-28,66.316734,26.990374,20.626513,69.701897,59.753445
2009-04-29,67.727257,27.68141,21.71172,69.084557,60.040321
2009-04-30,67.750511,27.854164,21.910418,68.810921,60.002907
2009-05-01,68.114746,28.179756,22.23139,68.337326,60.152111
2009-05-04,70.431999,29.349194,23.767494,68.562477,60.296242
2009-05-05,70.191765,29.056837,23.553511,68.478073,60.490562
2009-05-06,71.408508,29.761171,23.958553,68.316162,60.760063
2009-05-07,70.416512,29.262817,23.362453,66.648384,60.177132
2009-05-08,72.059502,30.531952,24.141966,66.810265,60.55949
2009-05-11,70.711014,29.754526,23.576437,67.760239,60.74128
2009-05-12,70.501755,30.07346,23.744562,68.006577,60.9105
2009-05-13,68.727036,29.050198,22.873341,68.745453,60.797684
2009-05-14,69.31601,29.335918,23.201967,69.012886,60.935585
2009-05-15,68.750259,29.070127,22.987984,68.99173,60.922974
2009-05-18,70.703262,30.179783,24.264236,67.922142,60.835266
2009-05-19,70.617996,30.452206,24.539366,67.563248,61.079758
2009-05-20,70.145279,30.651546,24.615789,68.273941,61.43071
2009-05-21,69.137764,30.418989,24.157255,66.5569,60.803947
2009-05-22,68.990501,30.591736,24.264236,65.818024,60.7225
2009-05-26,70.757515,31.203043,24.554649,64.82579,60.697414
2009-05-27,69.494263,30.598387,24.271883,63.678726,60.277451
2009-05-28,70.463013,30.910685,25.020826,64.600601,60.503052
2009-05-29,71.710739,31.528637,25.402943,66.268402,61.393082
2009-06-01,73.446762,32.306046,26.47286,64.309242,61.372974
2009-06-02,73.508743,32.585129,26.090746,64.655197,61.826496
2009-06-03,72.578766,31.615017,25.166033,65.262344,62.141464
2009-06-04,73.260757,31.814346,25.632212,63.913906,61.870579
2009-06-05,73.276253,31.422325,25.685701,63.426758,61.543034
2009-06-08,72.974014,31.355869,25.288303,63.264393,61.417049
2009-06-09,73.346016,31.741261,25.334156,63.257294,61.883171
2009-06-10,73.159996,31.801073,25.65514,62.261868,61.700485
2009-06-11,73.485519,32.345924,26.205383,62.953735,61.914684
2009-06-12,73.687019,32.17981,25.785053,63.518539,62.374557
2009-06-15,71.997513,31.023643,24.86034,64.090424,62.393398
2009-06-16,71.021011,30.664841,24.485868,65.205894,62.355656
2009-06-17,70.951256,30.751221,24.210749,64.838753,62.431236
2009-06-18,71.470505,30.698053,24.141966,63.857441,61.637512
2009-06-19,71.733955,31.183115,24.264236,64.732834,62.103645
2009-06-22,69.582855,30.179783,23.38538,65.361229,62.330429
2009-06-23,69.637405,30.576746,23.537161,66.130684,62.834347
2009-06-24,70.237518,30.603895,24.053358,65.467072,62.733551
2009-06-25,71.765137,31.248531,24.769875,66.667274,63.224922
2009-06-26,71.578087,31.187466,24.900846,66.780251,63.256409
2009-06-29,72.248322,31.452108,25.085754,66.879089,63.187096
2009-06-30,71.663803,31.085682,24.831507,66.766106,63.168194
2009-07-01,71.959961,31.601398,25.286076,66.633667,63.082802
2009-07-02,69.995911,30.692102,24.592672,66.789505,63.089146
2009-07-06,69.988129,30.732822,24.53874,66.662064,63.240982
2009-07-07,68.632019,29.986385,23.960903,67.108253,62.987881
2009-07-08,68.585258,29.864241,23.68354,68.347694,63.563728
2009-07-09,68.717751,30.230679,24.107292,67.533157,63.589043
2009-07-10,68.554085,29.877804,23.822224,68.156464,63.842075
2009-07-13,70.221954,30.400326,23.99172,67.773972,63.804104
2009-07-14,70.619438,30.563175,24.253674,66.647827,63.664928
2009-07-15,72.684776,31.608183,25.555725,64.933823,63.076443
2009-07-16,72.567894,31.886404,25.601955,65.634987,63.513035
2009-07-17,73.362839,31.77104,25.863907,64.622192,63.316936
2009-07-20,74.14222,32.388554,26.78845,64.962196,63.576317
2009-07-21,74.485168,32.592117,26.711399,66.258316,64.4748
2009-07-22,74.469574,32.673569,26.649759,65.663361,64.303955
2009-07-23,76.11409,33.223209,27.404791,64.459343,64.196404
2009-07-24,76.425789,33.426777,27.273829,64.770912,64.373573
2009-07-27,76.651787,33.460705,27.512665,64.027237,64.228027
2009-07-28,76.293304,33.318195,27.3894,64.593864,64.4748
2009-07-29,76.106262,33.046776,26.773035,64.947998,64.879707
2009-07-30,76.901184,33.691425,27.435619,65.868729,65.234062
2009-07-31,77.010315,34.20715,27.566597,67.150726,66.094574
2009-08-03,78.280724,35.001076,28.598995,66.133034,65.479195
2009-08-04,78.483353,34.946793,28.337044,65.607193,65.148613
2009-08-05,78.257324,34.804298,28.098204,64.626488,65.161339
2009-08-06,77.852043,34.587147,27.867062,64.846794,64.983337
2009-08-07,78.873062,34.553219,28.144434,64.306717,64.970634
2009-08-10,78.709381,34.342857,27.82855,65.109741,65.174019
2009-08-11,77.727348,34.146069,27.304636,65.863022,65.510994
2009-08-12,78.561287,34.532848,27.551184,65.159508,64.938812
2009-08-13,79.161415,35.062157,28.02887,66.083328,65.568199
2009-08-14,78.553482,34.763577,27.52037,66.339142,65.555489
2009-08-17,76.620659,33.643925,26.441738,67.319862,65.663536
