,SPY,EFA,EEM,TLT,LQD
2012-04-02,116.762039,40.291325,35.010952,88.665497,83.321625
2012-04-03,116.284523,39.587509,34.809929,87.129028,82.528259
2012-04-04,115.13205,38.702309,34.18272,88.326683,82.686951
2012-04-05,115.07444,38.470127,34.367672,88.964905,82.82399
2012-04-09,113.782021,38.303238,33.861076,91.04512,83.364853
2012-04-10,111.8722,37.483341,33.201717,92.077179,83.314346
2012-04-11,112.777748,38.005749,33.563564,90.974129,83.227806
2012-04-12,114.251236,38.702309,34.423954,90.595947,83.263901
2012-04-13,112.89299,37.962223,33.901279,92.06147,83.66053
2012-04-16,112.818909,38.237946,33.732418,91.927467,83.66053
2012-04-17,114.489983,38.847424,34.118397,91.872391,83.768784
2012-04-18,114.10305,38.64426,33.957577,92.140236,83.754288
2012-04-19,113.370399,38.412086,33.80479,92.226944,83.812004
2012-04-20,113.559769,38.782124,34.037979,92.242699,83.790367
2012-04-23,112.604828,38.005749,33.386654,92.912422,83.80484
2012-04-24,113.032936,38.310493,33.459015,92.258453,83.653336
2012-04-25,114.580544,38.832924,33.764591,91.785706,83.797592
2012-04-26,115.379082,39.065109,33.973656,92.337227,83.934616
2012-04-27,115.568352,39.224731,34.0219,92.416046,84.057236
2012-04-30,115.140282,38.99979,33.949532,92.439651,84.006706
2012-05-01,115.856483,39.159424,34.174675,91.960197,83.846855
2012-05-02,115.510742,38.854679,34.110348,92.607925,84.121826
2012-05-03,114.629936,38.513668,33.853039,92.584198,84.17247
2012-05-04,112.777748,37.925949,33.257992,93.310844,84.266487
2012-05-07,112.860054,38.201664,33.378616,93.326691,84.411255
2012-05-08,112.40731,37.613945,32.847904,93.824295,84.621117
2012-05-09,111.740479,37.178596,32.421722,93.887459,84.476341
2012-05-10,111.971008,37.352734,32.558426,93.611,84.302681
2012-05-11,111.633469,37.120556,32.140282,94.385033,84.555977
2012-05-14,110.398697,36.409485,31.40855,95.704079,84.577682
2012-05-15,109.764809,35.95237,31.135149,96.091072,84.469162
2012-05-16,109.345001,35.596836,30.692883,96.367531,84.51255
2012-05-17,107.72332,35.161491,30.274755,98.073555,83.883003
2012-05-18,106.801323,34.907532,29.985271,98.097214,83.557358
2012-05-21,108.637047,35.676651,30.700924,97.891914,83.651466
2012-05-22,108.826393,35.546047,30.379286,96.801926,83.427155
2012-05-23,108.884033,35.255821,30.170218,97.473297,83.629745
2012-05-24,109.098061,35.023632,30.017433,97.102036,83.644211
2012-05-25,108.74408,34.900284,29.872694,97.465401,83.854034
2012-05-29,110.061165,35.342892,30.717014,97.165276,83.977097
2012-05-30,108.464157,34.508472,30.186291,99.629517,84.049477
2012-05-31,108.225479,34.65358,30.314955,100.782661,84.642784
2012-06-01,105.50071,33.775642,29.502796,103.175262,85.162727
2012-06-04,105.451279,34.058609,29.631458,102.360016,84.516472
2012-06-05,106.249771,34.305305,29.711868,100.990829,84.334969
2012-06-06,108.637047,35.263069,30.580315,98.97258,84.088066
2012-06-07,108.702896,35.313858,30.765265,99.123009,84.262383
2012-06-08,109.567276,35.197769,30.499903,99.099243,84.574524
2012-06-11,108.176048,34.85675,30.057642,99.550377,84.560028
2012-06-12,109.419083,35.43721,30.684845,98.640205,84.313171
2012-06-13,108.719391,35.154243,30.572277,99.613686,84.618141
2012-06-14,109.871841,35.415451,30.789375,99.487015,84.516472
2012-06-15,110.995514,35.916084,31.352259,100.041092,84.865013
2012-06-18,111.21067,35.814514,31.416578,100.579292,84.828682
2012-06-19,112.286377,36.409485,31.923176,99.265419,84.74881
2012-06-20,112.104362,36.619907,31.818636,99.756142,84.785141
2012-06-21,109.588837,35.661358,30.653366,100.286407,84.915848
2012-06-22,110.432869,35.965782,30.75102,98.948853,84.850487
2012-06-25,108.662132,35.163898,30.181406,100.389336,85.068298
2012-06-26,109.208237,35.394062,30.441809,99.993553,85.155441
2012-06-27,110.192902,35.72818,30.637102,100.151894,85.271645
2012-06-28,109.878464,35.802437,30.490629,100.397255,85.402275
2012-06-29,112.617348,37.094353,31.841425,99.091301,85.380486
2012-07-02,112.956627,37.339367,31.841425,100.113701,85.833649
2012-07-03,113.701355,37.680908,32.476143,99.34433,85.90654
2012-07-05,113.188301,37.057217,32.134377,99.851982,86.125046
2012-07-06,112.112633,36.70826,31.548477,100.779968,86.34362
2012-07-09,111.971924,36.626587,31.434553,101.668358,86.401878
2012-07-10,110.995514,36.381569,31.084656,101.874565,86.380043
2012-07-11,111.012115,36.492943,31.247398,102.00148,86.525757
2012-07-12,110.474228,36.129112,30.726608,102.723221,86.96286
2012-07-13,112.327736,36.641426,31.320635,102.453545,86.991974
2012-07-16,112.062965,36.63401,31.247398,102.929459,87.232368
2012-07-17,112.832512,36.737957,31.662403,102.120399,87.232368
2012-07-18,113.668236,37.027527,31.581032,102.175949,87.713249
2012-07-19,113.966103,37.369072,31.873968,101.914177,87.866203
2012-07-20,112.923515,36.492943,31.402,103.159515,87.931816
2012-07-23,111.781609,35.743027,30.580139,103.73848,87.647675
2012-07-24,110.82177,35.356941,30.449942,104.555458,87.786095
2012-07-25,110.846611,35.542568,30.596416,104.825134,87.953667
2012-07-26,112.675255,36.626587,31.288088,103.86541,88.092072
2012-07-27,114.752197,37.398758,32.166916,101.90625,87.676796
2012-07-30,114.752197,37.354218,31.979755,102.667702,87.90258
2012-07-31,113.949585,37.12405,31.83329,102.873978,88.354286
2012-08-01,113.850258,37.131474,31.890255,102.359673,88.255669
2012-08-02,113.064186,36.61174,31.515934,102.939888,88.314095
2012-08-03,115.306602,37.859104,32.492416,101.278702,88.102173
2012-08-06,115.529991,38.1264,32.695847,101.318436,88.219078
2012-08-07,116.109245,38.445671,32.785358,100.014893,87.75869
2012-08-08,116.249916,38.423393,32.850456,99.482338,87.510178
2012-08-09,116.34922,38.445671,32.988796,99.410843,87.451736
2012-08-10,116.53952,38.512489,33.143402,99.911545,87.700195
2012-08-13,116.481644,38.326866,32.850456,99.744698,87.517517
2012-08-14,116.498138,38.415974,32.842316,98.39344,87.122879
2012-08-15,116.630531,38.304592,32.793495,97.010406,86.71357
2012-08-16,117.491074,38.779785,33.09457,96.183777,86.457794
2012-08-17,117.648315,38.831749,32.931828,96.652725,86.574738
2012-08-20,117.656601,38.787209,32.915558,96.85141,86.81588
2012-08-21,117.300797,39.009953,32.86673,97.280617,86.962029
2012-08-22,117.350449,38.965405,32.882996,98.886246,87.459061
2012-08-23,116.390602,38.742657,32.581924,99.299561,87.524811
2012-08-24,117.09391,38.683254,32.590054,99.204163,87.619843
2012-08-27,117.118729,38.705528,32.256428,99.784416,87.729454
2012-08-28,117.002907,38.668415,32.191338,100.02282,87.853676
2012-08-29,117.09391,38.549614,32.036728,99.58567,87.670952
2012-08-30,116.249916,37.977901,31.662403,100.102325,87.700195
2012-08-31,116.804276,38.312023,31.963484,101.517159,88.306801
2012-09-04,116.696747,38.118977,31.784472,101.415222,88.097893
2012-09-05,116.597466,38.015022,31.62171,100.937294,88.134506
2012-09-06,118.963974,38.95797,32.321526,99.256569,87.745926
2012-09-07,119.427376,39.544533,33.070156,98.794586,87.929237
2012-09-10,118.74884,39.232689,32.647018,99.033554,87.921944
2012-09-11,119.079849,39.678185,33.037609,98.412262,87.995216
2012-09-12,119.477013,39.938049,33.184082,97.185555,87.819229
2012-09-13,121.29734,40.546871,34.079193,96.80323,88.288498
2012-09-14,121.835289,40.947834,34.477924,94.230446,87.760567
2012-09-17,121.421501,40.732513,34.103615,95.361481,88.061188
2012-09-18,121.322243,40.561737,34.119877,95.839424,88.332413
2012-09-19,121.388435,40.732513,34.119877,96.468735,88.479141
2012-09-20,121.396729,40.472637,33.916451,96.707657,88.405785
2012-09-21,121.345978,40.494915,33.997814,96.819145,88.567055
2012-09-24,121.162971,40.353848,33.965275,97.575867,88.699104
2012-09-25,119.873566,40.071697,33.460762,98.539688,88.875061
2012-09-26,119.199699,39.670761,33.306149,99.599083,89.12429
2012-09-27,120.322762,40.14595,33.835072,98.890129,89.080307
2012-09-28,119.765404,39.35149,33.631653,98.945908,89.278236
2012-10-01,120.081535,39.670761,33.965275,99.313103,89.516602
2012-10-02,120.206337,39.826683,34.014091,99.177376,89.545982
2012-10-03,120.69709,39.663338,33.786255,99.20932,89.604836
2012-10-04,121.562256,40.14595,34.136154,97.972099,89.531288
2012-10-05,121.570595,40.197914,34.136154,96.70298,89.391548
2012-10-08,121.154655,39.96032,33.835072,97.517113,89.626839
2012-10-09,119.956757,39.381187,33.582832,97.341499,89.722511
2012-10-10,119.191399,39.269817,33.379391,98.027992,89.884308
2012-10-11,119.25795,39.522263,33.688599,98.706451,90.178497
2012-10-12,118.866966,39.477711,33.582832,98.953934,90.281471
2012-10-15,119.856934,39.8638,33.778122,98.730385,90.561028
2012-10-16,121.071449,40.524612,34.128021,97.365448,90.502106
2012-10-17,121.620491,40.903278,34.396549,96.463455,90.3256
2012-10-18,121.304382,40.747349,34.298904,95.872833,90.156456
2012-10-19,119.282906,40.197914,33.769978,97.173935,90.318253
2012-10-22,119.299576,40.480064,34.09547,96.551331,90.104958
2012-10-23,117.644112,39.611359,33.395653,97.932167,90.259438
2012-10-24,117.311378,39.633629,33.428211,96.966347,90.016708
2012-10-25,117.652451,39.871227,33.794388,96.471504,89.75927
2012-10-26,117.585915,39.811821,33.533989,97.892281,90.200554
2012-10-31,117.585915,39.782135,33.485168,98.466988,90.480034
2012-11-01,118.817093,40.249893,34.030369,97.660774,90.082886
2012-11-02,117.760559,39.8638,33.851353,97.588997,89.906418
2012-11-05,118.001831,39.767281,34.014091,98.139732,89.950493
2012-11-06,118.925209,40.14595,34.282623,97.213852,89.516602
2012-11-07,116.229927,39.544533,33.721153,98.977837,89.700409
2012-11-08,114.832375,39.188145,33.298,100.446564,89.612175
2012-11-09,114.93222,39.202988,33.363106,100.558342,89.391548
2012-11-12,115.023705,39.173294,33.485168,100.725937,89.406235
2012-11-13,114.62439,38.980251,33.184082,101.061172,89.443016
2012-11-14,113.077095,38.57188,32.671429,101.156982,89.626839
2012-11-15,112.88578,38.698116,32.785358,100.957443,89.450378
2012-11-16,113.443146,38.675831,32.882996,100.869606,89.47979
2012-11-19,115.73909,39.514843,33.460762,100.302879,89.75927
2012-11-20,115.789024,39.574238,33.395653,99.297119,89.47979
2012-11-21,116.005325,39.641056,33.330559,99.24128,89.545982
2012-11-23,117.585915,40.494915,33.875755,99.145477,89.582733
2012-11-26,117.336342,40.398396,33.875755,99.616447,89.729828
2012-11-27,116.737358,40.197914,33.590954,100.007538,89.781342
2012-11-28,117.677391,40.48748,33.778122,99.863861,89.766609
2012-11-29,118.226433,40.836456,34.022232,99.879822,89.832825
2012-11-30,118.251411,40.888432,34.005955,99.608414,89.825478
2012-12-03,117.669083,40.940403,33.989689,99.700386,89.925087
2012-12-04,117.502701,41.044346,34.087334,100.27623,90.006203
2012-12-05,117.710663,41.103748,34.453506,100.228226,90.190643
2012-12-06,118.110008,41.18541,34.713909,100.444214,90.175903
2012-12-07,118.467682,41.200272,34.819695,99.516464,89.961975
2012-12-10,118.517586,41.24482,35.014996,99.956345,90.043068
2012-12-11,119.324547,41.482403,35.194004,99.196556,89.711082
2012-12-12,119.382736,41.616058,35.299797,98.044861,89.438187
2012-12-13,118.650711,41.489834,35.145184,98.116859,89.297958
2012-12-14,118.209839,41.63834,35.299797,98.852623,89.364365
2012-12-17,119.59903,41.809105,35.389305,97.373039,89.076645
2012-12-18,120.930038,42.244465,35.636539,96.381332,88.855301
2012-12-19,120.031593,42.394585,35.620163,96.701233,89.20208
2012-12-20,120.722076,42.679817,35.833023,96.717247,89.290596
2012-12-21,119.626198,42.417107,35.423687,97.772964,89.445557
2012-12-24,119.257652,42.304508,35.350018,97.596985,89.38652
2012-12-26,118.754982,42.297001,35.456436,97.948097,89.513786
2012-12-27,118.595757,42.492161,35.656258,98.276718,89.802368
2012-12-28,117.313995,42.04179,35.787289,98.837822,90.002167
2012-12-31,119.307907,42.679817,36.319588,97.13047,89.528564
2013-01-02,122.365746,43.340363,37.032063,95.832001,89.735771
2013-01-03,122.089294,42.92001,36.770008,94.533531,89.247391
2013-01-04,122.625488,43.137684,36.843708,94.902214,89.202988
2013-01-07,122.290367,42.950039,36.565269,94.942268,89.351006
2013-01-08,121.938499,42.709831,36.237694,95.567497,89.432358
2013-01-09,122.248505,42.927513,36.393288,95.479294,89.402794
2013-01-10,123.220306,43.475468,36.712673,95.214859,89.447189
2013-01-11,123.211945,43.565536,36.417858,96.064445,89.609993
2013-01-14,123.128128,43.618088,36.573452,95.799942,89.432358
2013-01-15,123.211945,43.550518,36.417858,96.240791,89.358398
2013-01-16,123.195221,43.340363,36.385105,96.441185,89.358398
2013-01-17,123.991058,43.693138,36.58984,95.479294,89.202988
2013-01-18,124.267548,43.648113,36.671726,96.216759,89.291801
2013-01-22,124.937798,43.670624,36.614399,96.401085,89.291801
2013-01-23,125.138809,43.625584,36.417858,96.256866,89.402794
2013-01-24,125.172363,43.835762,36.286835,95.920158,89.277
2013-01-25,125.876129,44.308636,36.16399,94.605667,88.870018
2013-01-28,125.725243,44.090965,35.910126,94.260986,88.796021
2013-01-29,126.219551,44.391212,36.311394,93.739983,88.596237
2013-01-30,125.725243,44.436241,36.139431,93.579704,88.300217
2013-01-31,125.415276,44.271107,36.213127,94.036568,88.366852
2013-02-01,126.70546,44.623901,36.450611,92.815483,88.137459
2013-02-04,125.281227,43.820744,35.967453,94.004433,88.434364
2013-02-05,126.546249,44.023415,36.008392,93.168983,88.256233
2013-02-06,126.63842,44.015903,35.967453,93.932114,88.486336
2013-02-07,126.470894,43.655613,35.648071,93.723282,88.515991
2013-02-08,127.174637,43.933338,35.910126,94.084755,88.709007
2013-02-11,127.149521,43.888298,35.893745,94.012482,88.66449
2013-02-12,127.358948,44.105976,35.992016,93.779488,88.575401
2013-02-13,127.467857,44.211067,36.17218,93.016365,88.367592
2013-02-14,127.585167,43.970863,36.1558,93.859833,88.612526
2013-02-15,127.434326,43.858276,36.024773,93.586723,88.575401
2013-02-19,128.38942,44.376194,36.098484,93.120781,88.553162
2013-02-20,126.789207,43.940842,35.779091,93.401978,88.701622
2013-02-21,126.018486,43.280308,35.287739,93.948189,88.842613
2013-02-22,127.250053,43.903316,35.443329,94.012482,88.902008
2013-02-25,124.828842,42.852455,34.968357,95.860123,89.429008
2013-02-26,125.683411,43.197739,35.164894,95.305809,89.317703
2013-02-27,127.266785,43.745682,35.549797,95.02462,89.287987
2013-02-28,127.015488,43.700649,35.386013,95.201363,89.317703
2013-03-01,127.434326,43.610573,35.467896,95.719856,89.521729
2013-03-04,128.112961,43.798222,35.132137,95.212631,89.454704
2013-03-05,129.260712,44.233578,35.557983,94.938934,89.305771
2013-03-06,129.436615,44.346172,35.729954,94.077522,89.045174
2013-03-07,129.671219,44.473778,35.828232,93.352982,88.754776
2013-03-08,130.224121,44.571358,36.139431,92.378914,88.442032
2013-03-11,130.718445,44.706474,35.942879,92.467415,88.501625
2013-03-12,130.425186,44.481285,35.533424,93.135658,88.680328
2013-03-13,130.609528,44.413727,35.197655,93.03904,88.598412
2013-03-14,131.304871,44.849079,35.34507,92.757294,88.635635
2013-03-15,131.131561,44.939156,35.025677,93.191917,88.754776
2013-03-18,130.407852,44.443752,34.632587,93.900444,88.970695
2013-03-19,130.104874,44.308636,34.386917,94.536438,89.119652
2013-03-20,131.013702,44.578861,34.583466,93.48185,88.859016
2013-03-21,129.894547,44.173527,34.231308,94.383438,88.94838
2013-03-22,130.937988,44.556351,34.362335,94.455872,88.955811
2013-03-25,130.390961,44.000893,34.329582,94.36731,88.955811
2013-03-26,131.434448,44.278622,34.820942,94.480087,89.015366
2013-03-27,131.434448,44.060947,34.951984,95.285103,89.328117
2013-03-28,131.838348,44.271107,35.025677,94.80204,89.275978
2013-04-01,131.316635,43.678123,34.648968,95.516121,89.147507
2013-04-02,131.964615,44.143509,34.665344,95.128838,89.140045
2013-04-03,130.626602,43.925831,34.255886,95.984009,89.49852
2013-04-04,131.156754,44.316151,34.157623,97.129684,89.976524
2013-04-05,130.567688,44.113491,34.075722,99.090157,90.252876
2013-04-08,131.451263,44.286129,34.133049,98.331795,90.335052
2013-04-09,131.905685,44.443752,34.4688,98.089745,90.424713
2013-04-10,133.521408,45.104286,34.796379,96.742424,90.185707
2013-04-11,133.958939,45.457085,34.82914,96.927971,90.245438
2013-04-12,133.630859,45.344482,34.296822,98.372108,90.693565
2013-04-15,130.534073,44.451263,33.461521,99.227303,90.723473
2013-04-16,132.46109,45.081772,34.149422,98.41243,90.559135
2013-04-17,130.52565,44.143509,33.608932,99.065994,90.686096
2013-04-18,129.709351,44.008392,33.608932,99.307983,90.76825
2013-04-19,130.83696,44.361187,34.100292,99.098206,90.902687
2013-04-22,131.417633,44.54884,34.264065,99.17083,90.932571
2013-04-23,132.77243,45.179352,34.42786,98.823952,91.052055
2013-04-24,132.856613,45.569672,34.632587,99.07402,91.089409
2013-04-25,133.395172,45.809872,34.943787,98.646423,91.037132
2013-04-26,133.159531,45.847401,34.591644,99.550041,91.365746
2013-04-29,134.051559,46.432873,34.951984,99.186966,91.373238
2013-04-30,134.371277,46.492931,35.451527,99.243439,91.216347
2013-05-01,133.193207,46.215202,35.066628,100.262993,91.622398
2013-05-02,134.430222,46.357819,35.34507,100.133644,91.622398
2013-05-03,135.793427,46.950794,35.639881,97.772812,90.760925
2013-05-06,136.138504,46.890755,35.689011,97.530251,90.745934
2013-05-07,136.828476,46.965816,35.942879,97.150261,90.678497
2013-05-08,137.451263,47.461208,36.221325,97.303833,90.760925
2013-05-09,137.064148,47.003338,35.959263,97.053207,90.566116
2013-05-10,137.510178,47.055885,35.680813,96.010231,90.094223
2013-05-13,137.619507,47.03336,35.353249,95.274452,89.861984
2013-05-14,139.041718,47.12344,35.517036,94.239578,89.622322
2013-05-15,139.790573,47.326099,35.525227,94.870232,89.936913
2013-05-16,139.134247,47.003338,35.402386,95.856644,90.348938
2013-05-17,140.480606,47.326099,35.557983,94.643867,89.959389
2013-05-20,140.472229,47.588821,35.648071,94.530678,89.854515
2013-05-21,140.674194,47.686398,35.574364,95.274452,90.191589
2013-05-22,139.630737,47.206001,35.181271,93.859581,89.47998
2013-05-23,139.226791,46.53046,34.919212,94.304283,89.569862
2013-05-24,139.108963,46.125126,34.616215,94.43367,89.509918
2013-05-28,139.942108,46.245228,34.804565,92.040482,88.648468
2013-05-29,139.033234,45.802361,34.362335,93.075356,88.611
2013-05-30,139.546555,45.982506,34.362335,92.848984,88.723396
2013-05-31,137.543777,45.089279,33.739948,92.533669,88.281425
2013-06-03,138.301132,45.261921,34.239506,93.024017,88.049225
2013-06-04,137.636398,45.427067,33.821846,92.164909,87.703575
2013-06-05,135.709335,44.413727,33.215843,93.437309,87.575859
2013-06-06,136.937912,44.661438,33.494267,93.380585,87.951546
2013-06-07,138.679764,45.261921,33.322304,91.711044,87.605888
2013-06-10,138.679764,45.306969,32.871887,91.273415,87.335396
2013-06-11,137.249268,44.751503,32.249508,92.359436,87.170113
2013-06-12,136.113235,44.698963,32.028389,91.038376,86.869499
2013-06-13,138.183319,45.382011,32.708103,92.464775,87.801247
2013-06-14,137.316559,44.88662,32.192184,92.245934,87.741142
2013-06-17,138.376862,45.532143,32.486988,91.759651,87.613403
2013-06-18,139.470856,45.854904,32.626217,91.808327,87.440598
2013-06-19,137.543777,44.999207,31.618921,90.860046,86.200722
2013-06-20,134.135696,43.347862,30.202175,89.36882,85.013565
2013-06-21,134.566299,43.490467,30.636211,87.853279,84.314766
2013-06-24,132.865921,42.807411,30.013823,88.217979,83.766266
2013-06-25,134.143326,43.35537,30.652592,87.431824,84.044205
2013-06-26,135.471436,43.528004,31.135759,87.999191,84.682961
2013-06-27,136.266617,43.966064,31.760523,88.898735,85.449348
2013-06-28,135.708328,43.881813,31.943043,89.506638,85.396805
2013-07-01,136.503525,44.295357,32.042606,89.686951,85.617653
2013-07-02,136.376648,44.073277,31.470116,89.630089,85.889
2013-07-03,136.435837,44.088593,31.179737,89.362068,85.640274
2013-07-05,137.907852,44.295357,30.980602,86.315887,84.554779
2013-07-08,138.694504,44.57106,31.022085,87.15255,85.248291
2013-07-09,139.69281,44.816128,31.428633,87.241905,85.323692
2013-07-10,139.743546,44.94632,31.129948,86.559578,85.074898
2013-07-11,141.646988,46.110374,32.656578,87.574974,86.077461
2013-07-12,141.706192,45.804035,32.308098,87.501823,85.836235
2013-07-15,142.247559,46.087399,32.639984,87.964867,86.38652
2013-07-16,141.714615,46.056763,32.772728,88.265396,86.2584
2013-07-17,142.0784,46.194607,33.071426,88.427849,86.582504
2013-07-18,142.856674,46.500946,32.681469,87.32312,86.356361
2013-07-19,143.110504,46.462654,32.590199,88.704048,86.831276
2013-07-22,143.389648,46.723026,32.913776,88.833984,87.027252
2013-07-23,143.085052,46.822586,33.27055,88.460373,86.891571
2013-07-24,142.560547,46.76133,32.93037,87.339401,86.469406
2013-07-25,142.907394,46.853218,33.121204,87.306816,86.363922
2013-07-26,143.059708,46.562214,33.046532,87.842987,86.454369
2013-07-29,142.619812,46.118034,32.631691,87.201302,86.311165
2013-07-30,142.619812,46.110374,32.557018,87.168747,86.333755
2013-07-31,142.721359,46.21759,32.366192,87.485573,86.341286
2013-08-01,144.370941,46.845566,32.955269,85.799873,85.653236
2013-08-02,144.616226,47.228474,32.946968,86.744553,86.076645
2013-08-05,144.404739,47.128922,32.739548,86.076775,85.751541
2013-08-06,143.584152,47.060001,32.324696,86.329201,85.804443
2013-08-07,143.118927,46.853218,31.976234,86.972542,85.9935
2013-08-08,143.643448,47.274422,32.590199,87.20871,86.174988
2013-08-09,143.228851,47.358665,32.656578,87.347153,86.174988
2013-08-12,143.059708,47.228474,32.963558,86.75267,86.12957
2013-08-13,143.482681,47.534809,33.162689,85.498573,85.517136
2013-08-14,142.746658,47.557781,33.27055,85.62886,85.373466
2013-08-15,140.750244,47.159546,32.888885,84.472534,84.768578
2013-08-16,140.284943,47.243793,32.6068,84.179352,84.345169
2013-08-19,139.388275,46.906834,31.992825,83.446434,83.883942
2013-08-20,140.073456,46.845566,31.934752,84.089729,84.398087
2013-08-21,139.210587,46.29417,31.188036,83.169525,83.891479
2013-08-22,140.479523,46.746006,31.694136,84.016472,84.277115
2013-08-23,140.953247,47.151897,32.067505,84.928558,84.844193
2013-08-26,140.428772,46.807278,31.719027,85.351944,85.018112
2013-08-27,138.17009,46.010826,30.988897,86.426941,85.381042
2013-08-28,138.660736,45.957203,31.055279,85.726593,85.396149
2013-08-29,138.880692,45.88063,31.304192,86.410637,85.479324
2013-08-30,138.440735,45.313908,31.544796,86.312927,85.479324
2013-09-03,139.066772,46.186951,31.743925,85.095573,85.142517
2013-09-04,140.21727,46.600494,32.308098,84.907722,84.83149
2013-09-05,140.394958,46.562214,32.689762,83.723785,84.133629
2013-09-06,140.462585,46.814938,33.170982,84.140274,84.254974
2013-09-09,141.807724,47.458233,34.042156,84.181068,84.474915
2013-09-10,142.856674,47.994301,34.299362,83.593155,84.103264
2013-09-11,143.305023,48.162777,34.324245,84.336151,84.497711
2013-09-12,142.924347,47.887081,33.926006,84.221855,84.437042
2013-09-13,143.245819,48.11684,34.150021,84.548454,84.490158
2013-09-16,144.074844,48.492081,34.531681,83.985092,84.588768
2013-09-17,144.717773,48.522728,34.456997,84.679161,84.816353
2013-09-18,146.392761,49.816975,35.900661,85.724228,86.060387
2013-09-19,146.14743,49.579563,35.709835,85.218002,85.514214
2013-09-20,145.125671,49.21962,34.913326,85.66703,85.590096
2013-09-23,144.454071,49.204304,35.037788,86.295769,86.098328
2013-09-24,144.114044,49.127728,34.739094,87.226616,86.318283
2013-09-25,143.697479,49.181335,34.473587,87.406235,86.583809
2013-09-26,144.250061,49.388107,34.614643,86.793831,86.371437
2013-09-27,143.587021,49.211967,34.208088,87.006111,86.303139
2013-09-30,142.82193,48.859684,33.818138,86.875481,86.113495
2013-10-01,143.95256,49.12006,34.490196,86.611908,86.026711
2013-10-02,143.816544,49.104755,34.622932,86.742882,86.285477
2013-10-03,142.490387,48.783104,34.490196,86.603722,86.331154
2013-10-04,143.569977,48.897972,34.938221,86.538223,86.247429
2013-10-07,142.328857,48.392529,34.63953,86.89019,86.39962
2013-10-08,140.671249,48.017284,34.307659,86.914787,86.384415
2013-10-09,140.773209,48.224049,34.564857,86.218925,86.201767
2013-10-10,143.808075,49.089424,35.377953,86.358139,86.323532
2013-10-11,144.734573,49.349819,35.535603,86.333588,86.437721
2013-10-14,145.312653,49.518303,35.743019,85.637711,86.171356
2013-10-15,144.258514,49.280891,35.39455,85.580383,86.186562
2013-10-16,146.273239,49.648487,35.676647,86.652802,86.825798
2013-10-17,147.250839,50.307102,35.900661,87.438744,87.465073
2013-10-18,148.245438,50.60577,35.933846,87.626991,87.579262
2013-10-21,148.253952,50.682346,35.875778,87.348679,87.350937
2013-10-22,149.112488,51.187786,36.224239,88.322838,87.883621
2013-10-23,148.398468,50.690018,35.377953,88.666679,87.860794
2013-10-24,148.891479,51.042294,35.303288,88.322838,87.76944
2013-10-25,149.571564,50.896782,35.469215,88.650284,87.761871
2013-10-28,149.80957,50.812538,35.676647,88.34742,87.845566
2013-10-29,150.608673,50.919762,35.792809,88.462036,87.967361
2013-10-30,149.860565,50.735966,35.593681,87.929909,87.792336
2013-10-31,149.435562,50.452606,35.228615,88.118225,87.670547
2013-11-01,149.792587,50.207535,35.245213,87.164406,87.433823
2013-11-04,150.319626,50.452606,35.46093,87.246475,87.456779
2013-11-05,149.843613,50.016075,34.747395,86.204002,87.082619
2013-11-06,150.608673,50.452606,34.855251,86.245071,87.181892
2013-11-07,148.704468,49.656143,34.224682,86.975586,87.357506
2013-11-08,150.710663,49.947163,34.150021,84.882446,86.50235
2013-11-11,150.73613,50.054371,33.975788,84.562347,86.357285
2013-11-12,150.430145,49.885883,33.793255,84.956337,86.418335
2013-11-13,151.637238,50.046715,33.85133,85.268219,86.616867
2013-11-14,152.393814,50.276466,34.398922,85.793594,87.090271
2013-11-15,153.056931,50.682346,35.054379,85.965958,87.090271
2013-11-18,152.521362,50.682346,35.369663,86.483078,87.479675
2013-11-19,152.189789,50.552162,35.153942,85.826416,87.174225
2013-11-20,151.71376,50.19989,34.672722,84.365326,86.800087
2013-11-21,152.937912,50.513863,34.63953,84.504852,86.968124
2013-11-22,153.702911,50.65937,34.888435,85.292862,87.273521
2013-11-25,153.549927,50.50621,34.440414,85.539131,87.426224
2013-11-26,153.592422,50.50621,34.556568,85.859245,87.601837
2013-11-27,153.966476,50.62875,34.780582,85.711487,87.617134
2013-11-29,153.864456,50.728302,35.137348,85.736092,87.548386
2013-12-02,153.46492,50.353054,34.398922,85.069252,87.133209
2013-12-03,152.801865,50.000763,34.282768,85.382156,87.355316
2013-12-04,152.784882,49.732735,34.241283,84.567078,87.071899
2013-12-05,152.113327,49.449368,34.042156,84.328308,86.880409
2013-12-06,153.813461,50.062038,34.797169,84.73172,87.064262
2013-12-09,154.204498,50.008423,34.846958,84.929314,87.194466
2013-12-10,153.651932,49.924183,34.863544,85.538528,87.546837
2013-12-11,151.926254,49.457031,34.091942,84.879967,87.301704
2013-12-12,151.424744,49.097095,33.892811,84.558838,87.156158
2013-12-13,151.407761,49.066456,33.975788,84.970467,87.393669
2013-12-16,152.351288,49.418732,34.199791,84.657669,87.462578
2013-12-17,151.866745,49.204304,33.901104,85.036346,87.723045
2013-12-18,154.459518,49.978302,34.575882,84.608261,87.723045
2013-12-19,154.281021,49.978302,33.939629,84.525917,87.592834
2013-12-20,155.178452,50.264122,33.889393,85.82666,87.998825
2013-12-23,156.007446,50.781666,34.140545,85.340973,87.860931
2013-12-24,156.349396,50.882095,34.341469,84.657669,87.837929
2013-12-26,157.144226,51.160175,34.048454,84.331383,87.774933
